1,"In @QUALITY$ @ENVIRONMENT$ , earthworms serve as important ecosystem engineers making up the majority of soil faunal biomass ."
0,Microbial Environment Affects Innate Immunity in Two Closely Related Earthworm Species Eisenia andrei and Eisenia fetida Survival of earthworms in the @ENVIRONMENT$ depends on their ability to recognize and eliminate potential @ORGANISM$ .
0,"For four ecosystem functions ( wood biomass , @QUALITY$ , @ENVIRONMENT$ cations , steady infiltration rates ) linked to the focal ecosystem services , we quantified ecosystem service multi-functionality as ( 1 ) the proportion of functions above half-maximum , and ( 2 ) mean percentage excess above mean function values , and assessed whether plant diversity or environmental favorability better predicted multi-functionality ."
1,Genomic and physiological characterization of two dominant @ORGANISM$ in the fungus garden microbiome provides evidence of their @QUALITY$ to degrade cellulose .
1,"In this study , we track the @PHENOMENA$ of @ORGANISM$ polymers in leaf-cutter ant fungus gardens and characterize the microbial community potentially mediating this process ."
0,"Plant Diversity Impacts Decomposition and @ORGANISM$ via Changes in Aboveground Arthropods Loss of plant diversity influences essential ecosystem processes as @QUALITY$ , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
0,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Martin , in this case the @ORGANISM$ was considered alive by Martin , and dead by AnjaCSP metal tag number ( trees , @ENVIRONMENT$ debris ) ; Datagroup description : CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
0,"Bee abundance did not differ between landscapes , but bee species richness was higher in @ENVIRONMENT$ than @ENVIRONMENT$ ."
0,"Ways to quantify precipitation : rainfall amount open @ENVIRONMENT$ ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge average rainfall intensity ( tipping-bucket ) mm/h -- average rainfall intensity ( tipping-bucket ) -- measured by the tipping-bucket rain gauge Precipitation ( peak_t ) , millimeter per hour peak_t Precipitation measured at the climate station or locally within sites ."
0,"Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open @ENVIRONMENT$ ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute @QUALITY$ open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge average of the five highest five minute intensities open field ( vaisala ) -- average of the five highest five minute intensities ( vaisala ) -- measured by the vaisala sensor Precipitation ( am_t ) , millimeter am_t Precipitation measured at the climate station or locally within sites ."
1,Trees with extrafloral nectaries ( EFN ) are common in tropical and subtropical forests and the presence of EFN trees within a @ENVIRONMENT$ may influence @PHENOMENA$ .
1,"`` Tree species richness attenuates the positive relationship between mutualistic antÃ¢â‚¬â€œhemipteran interactions and leaf chewer herbivory herbivory ( Proceedings B 2017 ) Interactions across trophic levels influence plant diversity effects on @ENVIRONMENT$ functions , but the complexity of these @PHENOMENA$ remains poorly explored ."
0,pH ( @MATTER$ ) is the current @QUALITY$ .
0,Percent leaf area consumed by slugs was 40 % lower in @ENVIRONMENT$ containing 12 plant species ; in communities containing only three species @ORGANISM$ increased slug leaf area consumption .
1,Each @ORGANISM$ Ã— @QUALITY$ combination was grown in plots either established as shadow shadow or light'-treatment ( 3 replicates each ) .
1,Mapping the Drivers of Climate Change Vulnerability for Australia s Threatened Species Effective conservation management for @PHENOMENA$ adaptation rests on understanding the factors driving @ORGANISM$ species vulnerability in a spatially explicit manner so as to direct on-ground action .
1,"Conclusions Our data suggest that the Bootless Bay ecosystem of Papua New Guinea , while diverse in absolute terms , has lower @ORGANISM$ biodiversity compared to other shallow marine areas within the @LOCATION$ ."
1,"Zambia presents an acute example of this challenge , with an expected tripling of population by 2050 , good potential to expand maize and soya bean production , and large @QUALITY$ of relatively undisturbed miombo @ENVIRONMENT$ and associated habitat types of high biodiversity value ."
1,"16S rRNA gene PCR-based TRFLP was used to investigate @ORGANISM$ @QUALITY$ in various segments of the gastrointestinal tract , and dice similarity indices were calculated to compare the samples ."
0,We hypothesized that ( 1 ) @QUALITY$ and species richness interact to affect the rates of benthic nutrient regeneration [ dissolved @MATTER$ ( DIN ) and total dissolved phosphorus ( TDP ) ] and consequently bacterioplankton production ( BP ) and that ( 2 ) the complementarity effects of diversity will be stronger on BP than on nutrient regeneration because the former represents a more integrative process that can be mediated by multivariate nutrient complementarity .
1,"@ORGANISM$ OTU abundance based on 97 % sequence clustering Taxonomy ( higher levels than @QUALITY$ , genus , species ) ( Taxonomic.assignment ) , Taxonomic.assignment Conatins higher levels of taxonomic information on the species under study ."
0,"corrected ID of woody debris item , combination of the CSP @ENVIRONMENT$ name and the CWD_ID Scientific plant species name ( Species ) , dimensionless @ORGANISM$ The scientific species fullnames are based on the `` Flora of China China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) ."
1,"For instance , invasion by earthworms , a below-ground invertebrate ecosystem engineer , in previously earthworm-free ecosystems alters the @QUALITY$ of the @ENVIRONMENT$ ."
0,"global unique identifier Scientific plant species name ( fullname ) , id fullname The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( @ORGANISM$ ) ."
0,"This dataset contains information about requests for @ORGANISM$ assistance , relocation , and/or rescue completed by the Urban @ENVIRONMENT$ Rangers Source : Last updated at : 2/8/2020 Attribution is encouraged by New York City ."
1,"We measured above- and below-ground carbon stocks as well as the @QUALITY$ of four groups of plants and eight of @ORGANISM$ on 14 representative plots in Sulawesi , Indonesia , ranging from natural rainforest to cacao agroforests that have replaced former natural forest ."
0,"DESCRIPTION Combined Fish Data SUMMARY The data set is @QUALITY$ or presence/absence data collected by @ORGANISM$ from wadeable stream sites along with water chemistry , including specifically specific conductivity and some other variables that were not used in the analysis ."
0,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Disaster risk reduction progress score , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish @ORGANISM$ , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , @QUALITY$ , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , People with basic handwashing facilities including soap and water , Plant species , Population living in areas where elevation is below 5 meters , Population living in slums , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators india"
1,"Spatial arrangement of the trees ( aggregated vs. dispersed ) had no effect on either @ENVIRONMENT$ @ORGANISM$ or open-habitat species , although limited data may have hindered our capacity to identify responses ."
0,"-- - 6 digit metal tags starting with 3 were also used for woody debris items CSP @MATTER$ tag number ( trees , woody debris ) ( TagMBa ) , dimensionless TagMBa CSP @ORGANISM$ individuals were marked mostly with metal tags but also additional tags were used ."
0,"@LOCATION$ Reading the Complex Skipper Butterfly Fauna of One @ENVIRONMENT$ Background An intense , 30-year , ongoing biodiversity inventory of Lepidoptera , together with their food plants and parasitoids , is centered on the rearing of wild-caught caterpillars in the 120,000 terrestrial hectares of dry , rain , and cloud forest of Area de Conservacion Guanacaste ( ACG ) in northwestern Costa Rica ."
1,"sc amount ( n ) -- sc amount ( n ) -- total amount of splash cups for the specified event Deriving @QUALITY$ from @PHENOMENA$ ( loss_f ) , gramsPerSquareMeter loss_f Kinetic energy is derived from sand loss out of splashcups ."
1,"Slugs damaged 60 % less leaves when earthworms were present , regardless of the @QUALITY$ of the @ENVIRONMENT$ ."
1,"number # decimal carbon total total The total area when adding cropland , grazing land , @ENVIRONMENT$ , fishing ground , built up land and @MATTER$ footprints together number # decimal total qscore QScore A data quality scoring system to show a country s data quality which is comprised of two components , a timeline score ( excluding latest year and denoted by a number from 1 to 3 ) and a latest year score ( denoted by a letter from A to D ) ."
0,"Secondly , to analyze the immunological profile in both @ORGANISM$ species , the activity and expression of lysozyme , pattern recognition protein CCF , and @MATTER$ with hemolytic function , fetidin and lysenins , have been assessed ."
0,"Given the recent interest in cellulosic @MATTER$ , understanding how large-scale and rapid plant biomass @PHENOMENA$ occurs in a highly evolved insect herbivore is of particular relevance for bioenergy ."
0,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Anja or Christian , can be given to a woody debris item or to a standing @ORGANISM$ or snagCSP metal tag number ( trees , @ENVIRONMENT$ debris ) , original entry ."
0,"This can be the range of @PHENOMENA$ of @QUALITY$ , the amount of dissimilarity or similarity of traits ."
0,"CSP explanatory family @PHENOMENA$ response variable species stem break taxon tree species Find the list of keywords here : @ORGANISM$ spec_fam family fix_int rand_family rand_spec_in_fam rand_spec_stem_break mixed_m_res List of headers of the data columns in this dataset Permission is granted to anybody to access , use and publish all open for public data freely ."
0,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Disaster risk reduction progress score , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , People with basic handwashing facilities including soap and water , Plant species , Population living in areas where elevation is below 5 meters , Population living in slums , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse @MATTER$ emissions , Total natural resources rents , Urban @QUALITY$ , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators india"
0,( @ORGANISM$ : species ) The @QUALITY$ are based on the `` Flora of China China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .
1,@QUALITY$ of @ORGANISM$ dimensionless species The scientific species fullnames are based on the `` Flora of China China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .
1,"This review discusses the recent advances in understanding ( i ) what causes variations in the @QUALITY$ or relative abundance of intestinal @ENVIRONMENT$ , ( ii ) what are the clinical consequences of these variations , and ( iii ) what are the perspectives for maintaining these markers at low levels ."
1,erfmeier sboth CSPs : @QUALITY$ and abundance in the central plot of the CSPs We performed an extensive @ENVIRONMENT$ survey of the central plots of each CSP in GNNR in 2008 .
0,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 @QUALITY$ Capture fisheries production , Coal rents , Disaster risk reduction progress score , Droughts , Electricity production from @MATTER$ , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , People with basic handwashing facilities including soap and water , Plant species , Population living in areas where elevation is below 5 meters , Population living in slums , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total greenhouse gas emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators india"
1,Plant nitrogen concentrations across three focus species were 18 % higher when earthworms were present ; @QUALITY$ of @ENVIRONMENT$ did not affect plant quality .
0,silts and @MATTER$ ) ; and ( 3 ) @ENVIRONMENT$ ( referred to as `` peat peat ) .
0,"( hand_text48 : Features of sediment / Primary constituents / Hand texture ( fine @ENVIRONMENT$ ) : @ENVIRONMENT$ II ; hand_text48 ) Basic information on soil properties , according to `` Eckelmann , W. , Sponagel , H. , Grottenthaler , W. , Hartmann , J. K. , Hartwich , R. , Janetzko , P. , ... & Traidl , R. ( 2005 ) ."
1,"Impacts of decomposer diversity on the stability of essential @ENVIRONMENT$ functions differed between plant communities of varying composition and @QUALITY$ , implicating that human-induced changes of biodiversity and land-use management might have unpredictable effects on the processes mankind relies on ."
1,"Pervasive Defaunation of Forest Remnants in a Tropical Biodiversity Hotspot Tropical deforestation and forest fragmentation are among the most important biodiversity conservation issues worldwide , yet local extinctions of millions of @ORGANISM$ and plant populations stranded in unprotected @ENVIRONMENT$ remnants remain poorly explained ."
1,Our meta-analysis shows a significant decline of the diversity and @QUALITY$ of @ENVIRONMENT$ invertebrates in response to earthworm invasion with anecic and endogeic earthworms causing the strongest effects .
0,"@ORGANISM$ Diversity Impacts Decomposition and Herbivory via Changes in Aboveground Arthropods Loss of plant diversity influences essential @PHENOMENA$ as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
0,geological-surv_8fefeaa1-0632-46ac-bbc0-6f03393f360c GSI GEMAS European Geochemical @ENVIRONMENT$ Analysis GSI GEMAS European Geochemical Soil Analysis The GEMAS dataset is based on @QUALITY$ geochemical sampling of agriculture ( Ap ) and grassland ( Gr ) soils across 34 European countries .
0,"Important factors like @PHENOMENA$ , @PHENOMENA$ , invasion and dispersal are rarely incorporated , restricting the informative value of the resulting predictions considerably ."
0,"Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - @QUALITY$ open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge average rainfall intensity open field ( vaisala ) mm/h -- average rainfall intensity ( vaisala ) -- measured by the vaisala sensor Precipitation ( peak_v ) , millimeter per hour peak_v Precipitation measured at the climate station or locally within sites ."
1,"Plant Diversity Impacts Decomposition and Herbivory via Changes in Aboveground Arthropods Loss of @ORGANISM$ diversity influences essential @PHENOMENA$ as aboveground productivity , and can have cascading effects on the arthropod communities in adjacent trophic levels ."
0,"-- - 6 digit @MATTER$ tags starting with 3 were also used for woody debris items CSP metal tag number ( trees , @ENVIRONMENT$ debris ) ( TagMBa ) , dimensionless TagMBa CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
0,"Ways to quantify precipitation : rainfall amount open @ENVIRONMENT$ ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge rainfall amount open field ( vaisala ) mm -- rainfall amount ( vaisala ) -- measured by the vaisala sensor Precipitation ( int_v ) , millimeter per hour int_v Precipitation measured at the climate station or locally within sites ."
0,"@ENVIRONMENT$ analysis and native @ORGANISM$ propagation : a case study on Laysan Island , Papahanaumokuakea Marine National Monument * Original Title * : Soil analysis and native plant propagation : a case study on Laysan Island , Papahanaumokuakea Marine National Monument This final report documents methods and results for 3 objectives of a project funded by the Region 1 Inventory and Monitoring Initiative in FY 2012 ."
1,Common and @ORGANISM$ and Hemiptera were identified in the @ENVIRONMENT$ .
0,Source : Last updated at : ######## License - Creative Commons Attribution 4 CC-BY download_json_1 id id integer # integer id name name string # string name parentlayerid parentLayerId integer # integer parentlayerid defaultvisibility defaultVisibility boolean # boolean defaultvisibility sublayerids subLayerIds string # string sublayerids minscale minScale boolean # boolean minscale maxscale maxScale boolean # boolean maxscale data/download_json_1.csv csv original/download-json-1.json original/download-json-1.json json application/json 50778 original/wms-getcapabilities-2.html original/wms-getcapabilities-2.html html text/html 338470 agricultural soil analysis arable land arable land groundwater chemical chemistry continental scale @ENVIRONMENT$ science egdi environment europe european soil analysis forensic chemistry gemas geochemical geochemical analysis geochemical mapping geology geoscientificinformation @PHENOMENA$ land groundwater heavy metals ireland land lithosphere mapping metal micka pedosphere science soil soil nutrient toxic element trace element water geographic
0,"If the top @QUALITY$ is not given , then it is 3 cm in diameter ( BD : diameter at the base of @MATTER$ : ( dbh : The diameter at breast height is preferably measured with a dbh-tape ."
0,"Commands : as.taxo ( ) , divc ( ) Observed number of @ORGANISM$ OTUs based on PTP method Taxonomic biodiversity ( estimator.ri06 ) , estimator.ri06 @QUALITY$ can be given as species richness , or other diversity indices ."
0,Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - @QUALITY$ ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( thoughfall_mm : Throughfall as measured by the @PHENOMENA$ collecting bottles ) millimeter real Precipitation Precipitation measured at the climate station or locally within sites .
0,"Creating a genuine evolutionary ecosystem ecology that links the evolution of @QUALITY$ at the individual level , the dynamics of @ORGANISM$ interactions , and the overall functioning of ecosystems would give new impetus to this much-needed process of unification across ecological disciplines ."
